subj,prop,bucket,step,exposures,gold,gold_logprob,winning_decoy,winning_decoy_logprob,correct
Early Spring,director,low,109672,4,Astrid Henning-Jensen,-4.343100070953369,Eran Kolirin,-6.202414512634277,True
Cycle,director,low,0,0,Johny Antony,-11.511219024658203,Allan Dwan,-11.61315631866455,True
Cycle,director,low,10000,1,Johny Antony,-8.251129150390625,Keiichi Hara,-4.3387770652771,False
Cycle,director,low,20000,2,Johny Antony,-9.078251838684082,Keiichi Hara,-4.050735950469971,False
Cycle,director,low,30000,3,Johny Antony,-8.227012634277344,Keiichi Hara,-4.011987209320068,False
Cycle,director,low,40000,4,Johny Antony,-8.16298770904541,Keiichi Hara,-4.2173051834106445,False
Cycle,director,low,50000,4,Johny Antony,-6.52014684677124,Keiichi Hara,-3.7093710899353027,False
Cycle,director,low,60000,4,Johny Antony,-7.961514949798584,Keiichi Hara,-3.8731987476348877,False
Cycle,director,low,70000,4,Johny Antony,-7.885852336883545,Keiichi Hara,-3.7892909049987793,False
Cycle,director,low,80000,4,Johny Antony,-7.880964756011963,Keiichi Hara,-3.9825549125671387,False
Cycle,director,low,90000,4,Johny Antony,-7.818523406982422,Keiichi Hara,-3.804600238800049,False
Cycle,director,low,100000,6,Johny Antony,-7.882753849029541,Keiichi Hara,-3.9349098205566406,False
Cycle,director,low,109672,6,Johny Antony,-8.208827018737793,Keiichi Hara,-3.6836471557617188,False
Donor,father,low,0,0,Challedon,-12.020155906677246,David Reivers,-11.745444297790527,False
Donor,father,low,10000,2,Challedon,-7.016469955444336,David Reivers,-6.603402614593506,False
Donor,father,low,20000,2,Challedon,-10.073067665100098,Peter Wintonick,-6.855002403259277,False
Donor,father,low,30000,2,Challedon,-8.816993713378906,David Reivers,-6.634212493896484,False
Donor,father,low,40000,2,Challedon,-8.492793083190918,David Reivers,-7.470701694488525,False
Donor,father,low,50000,3,Challedon,-6.730152606964111,Peter Wintonick,-6.8256731033325195,True
Donor,father,low,60000,3,Challedon,-7.276420593261719,Peter Wintonick,-6.724835395812988,False
Donor,father,low,70000,3,Challedon,-6.6951727867126465,Peter Wintonick,-7.170320510864258,True
Donor,father,low,80000,3,Challedon,-6.312078952789307,David Reivers,-6.876872539520264,True
Donor,father,low,90000,3,Challedon,-6.241176128387451,Peter Wintonick,-6.515693664550781,True
Donor,father,low,100000,4,Challedon,-6.621883392333984,Peter Wintonick,-6.404999732971191,False
Donor,father,low,109672,4,Challedon,-6.545281887054443,Peter Wintonick,-6.9514055252075195,True
Loud as a Whisper,director,low,0,0,Larry Shaw,-11.712545394897461,Aksel Hennie,-11.431323051452637,False
Loud as a Whisper,director,low,10000,2,Larry Shaw,-7.343327522277832,Kei Fujiwara,-5.016611576080322,False
Loud as a Whisper,director,low,20000,2,Larry Shaw,-7.456735610961914,Kei Fujiwara,-4.588233947753906,False
Loud as a Whisper,director,low,30000,2,Larry Shaw,-6.272708415985107,Kei Fujiwara,-4.142596244812012,False
Loud as a Whisper,director,low,40000,3,Larry Shaw,-7.096199989318848,Kei Fujiwara,-4.7841644287109375,False
Loud as a Whisper,director,low,50000,4,Larry Shaw,-7.70035982131958,Kei Fujiwara,-3.796477794647217,False
Loud as a Whisper,director,low,60000,4,Larry Shaw,-6.733485221862793,Kei Fujiwara,-3.7136778831481934,False
Loud as a Whisper,director,low,70000,4,Larry Shaw,-7.453789234161377,Kei Fujiwara,-3.575120449066162,False
Loud as a Whisper,director,low,80000,5,Larry Shaw,-6.549477577209473,Kei Fujiwara,-4.027707576751709,False
Loud as a Whisper,director,low,90000,5,Larry Shaw,-7.000033378601074,Kei Fujiwara,-3.6037521362304688,False
Loud as a Whisper,director,low,100000,5,Larry Shaw,-7.043424129486084,Kei Fujiwara,-3.602039337158203,False
Loud as a Whisper,director,low,109672,6,Larry Shaw,-6.820343971252441,Kei Fujiwara,-3.663843870162964,False
The System,director,low,0,0,Lewis Seiler,-11.500743865966797,Peter Hyams,-11.307463645935059,False
The System,director,low,10000,0,Lewis Seiler,-6.523708343505859,Pratibha Parmar,-4.790143966674805,False
The System,director,low,20000,1,Lewis Seiler,-6.441699504852295,Pratibha Parmar,-4.118659019470215,False
The System,director,low,30000,1,Lewis Seiler,-5.632811069488525,Pratibha Parmar,-3.384874105453491,False
The System,director,low,40000,1,Lewis Seiler,-6.79676628112793,Pratibha Parmar,-3.932506561279297,False
The System,director,low,50000,1,Lewis Seiler,-6.5023274421691895,Pratibha Parmar,-3.4490621089935303,False
The System,director,low,60000,1,Lewis Seiler,-6.133531093597412,Pratibha Parmar,-3.5129783153533936,False
The System,director,low,70000,1,Lewis Seiler,-6.285228252410889,Pratibha Parmar,-3.5689477920532227,False
The System,director,low,80000,1,Lewis Seiler,-5.545176029205322,Pratibha Parmar,-3.4709110260009766,False
The System,director,low,90000,2,Lewis Seiler,-6.471100330352783,Pratibha Parmar,-3.4144890308380127,False
The System,director,low,100000,2,Lewis Seiler,-5.50942850112915,Pratibha Parmar,-3.3284904956817627,False
The System,director,low,109672,2,Lewis Seiler,-5.92993688583374,Pratibha Parmar,-3.72145938873291,False
Bread and Circuses,director,low,0,0,Ralph Senensky,-12.12078857421875,Praveen Gandhi,-11.423563003540039,False
Bread and Circuses,director,low,10000,0,Ralph Senensky,-7.306842803955078,Praveen Gandhi,-5.424793243408203,False
Bread and Circuses,director,low,20000,0,Ralph Senensky,-6.7917680740356445,Praveen Gandhi,-4.857217311859131,False
Bread and Circuses,director,low,30000,0,Ralph Senensky,-7.898321151733398,Praveen Gandhi,-4.640695571899414,False
Bread and Circuses,director,low,40000,0,Ralph Senensky,-6.520737171173096,Praveen Gandhi,-5.238408088684082,False
Bread and Circuses,director,low,50000,0,Ralph Senensky,-6.5856122970581055,Praveen Gandhi,-5.059383392333984,False
Bread and Circuses,director,low,60000,0,Ralph Senensky,-6.407759666442871,Praveen Gandhi,-4.438841819763184,False
Bread and Circuses,director,low,70000,1,Ralph Senensky,-5.911118507385254,Praveen Gandhi,-4.965997695922852,False
Bread and Circuses,director,low,80000,1,Ralph Senensky,-5.647590160369873,Praveen Gandhi,-4.861388206481934,False
Bread and Circuses,director,low,90000,1,Ralph Senensky,-6.265807628631592,Praveen Gandhi,-4.5052900314331055,False
Bread and Circuses,director,low,100000,1,Ralph Senensky,-6.612194538116455,Praveen Gandhi,-4.492620468139648,False
Bread and Circuses,director,low,109672,1,Ralph Senensky,-6.185200214385986,Praveen Gandhi,-4.813897132873535,False
If I Ever,genre,low,0,0,synth-pop,-11.967628479003906,indie pop,-11.360550880432129,False
If I Ever,genre,low,10000,0,synth-pop,-6.805426120758057,indie pop,-6.126345634460449,False
If I Ever,genre,low,20000,1,synth-pop,-8.118291854858398,indie pop,-5.388249397277832,False
If I Ever,genre,low,30000,1,synth-pop,-7.401303291320801,indie pop,-5.134486675262451,False
If I Ever,genre,low,40000,1,synth-pop,-5.823947429656982,Cantopop,-5.025545120239258,False
If I Ever,genre,low,50000,1,synth-pop,-7.075508117675781,Cantopop,-5.311615467071533,False
If I Ever,genre,low,60000,1,synth-pop,-6.169458866119385,indie pop,-5.17241096496582,False
If I Ever,genre,low,70000,1,synth-pop,-5.663800239562988,indie pop,-4.440467834472656,False
If I Ever,genre,low,80000,1,synth-pop,-4.700985908508301,indie pop,-4.041084289550781,False
If I Ever,genre,low,90000,1,synth-pop,-5.184384346008301,indie pop,-3.710378646850586,False
If I Ever,genre,low,100000,1,synth-pop,-5.169630527496338,indie pop,-4.048640727996826,False
If I Ever,genre,low,109672,1,synth-pop,-5.508769512176514,indie pop,-4.956523895263672,False
Mobile Home,genre,low,0,0,comedy-drama,-12.191757202148438,marine art,-11.574121475219727,False
Mobile Home,genre,low,10000,0,comedy-drama,-5.615699768066406,marine art,-8.813553810119629,True
Mobile Home,genre,low,20000,1,comedy-drama,-5.717826843261719,marine art,-8.426957130432129,True
Mobile Home,genre,low,30000,1,comedy-drama,-4.719671726226807,marine art,-7.497917175292969,True
Mobile Home,genre,low,40000,1,comedy-drama,-3.781111717224121,marine art,-6.634770393371582,True
Mobile Home,genre,low,50000,1,comedy-drama,-4.807645320892334,marine art,-8.774950981140137,True
Mobile Home,genre,low,60000,1,comedy-drama,-4.360843181610107,marine art,-6.766549110412598,True
Mobile Home,genre,low,70000,1,comedy-drama,-4.430912494659424,marine art,-8.344030380249023,True
Mobile Home,genre,low,80000,1,comedy-drama,-4.134405136108398,tactical shooter,-7.1326704025268555,True
Mobile Home,genre,low,90000,2,comedy-drama,-4.3746466636657715,tactical shooter,-7.953189849853516,True
Mobile Home,genre,low,100000,3,comedy-drama,-4.547342777252197,marine art,-9.001947402954102,True
Mobile Home,genre,low,109672,3,comedy-drama,-4.772400379180908,tactical shooter,-8.295194625854492,True
Le Mentor,director,low,0,0,Jean-Pierre Mocky,-11.706960678100586,Art Linson,-12.151867866516113,True
Le Mentor,director,low,10000,1,Jean-Pierre Mocky,-4.338518142700195,Sally Potter,-7.323731422424316,True
Le Mentor,director,low,20000,1,Jean-Pierre Mocky,-3.391380786895752,Sally Potter,-8.53228759765625,True
Le Mentor,director,low,30000,1,Jean-Pierre Mocky,-4.683582305908203,Art Linson,-6.904855251312256,True
Le Mentor,director,low,40000,1,Jean-Pierre Mocky,-5.027586936950684,Art Linson,-8.402798652648926,True
Le Mentor,director,low,50000,1,Jean-Pierre Mocky,-4.100384712219238,Art Linson,-8.478371620178223,True
Le Mentor,director,low,60000,1,Jean-Pierre Mocky,-3.94024395942688,Sally Potter,-8.492115020751953,True
Le Mentor,director,low,70000,1,Jean-Pierre Mocky,-3.2505478858947754,Art Linson,-8.686787605285645,True
Le Mentor,director,low,80000,1,Jean-Pierre Mocky,-3.277940034866333,Sally Potter,-9.445262908935547,True
Le Mentor,director,low,90000,1,Jean-Pierre Mocky,-2.3339133262634277,Art Linson,-8.937076568603516,True
Le Mentor,director,low,100000,1,Jean-Pierre Mocky,-2.289138078689575,Sally Potter,-9.498920440673828,True
Le Mentor,director,low,109672,1,Jean-Pierre Mocky,-3.3007335662841797,Art Linson,-8.824006080627441,True
In Your Eyes,screenwriter,low,0,0,Joss Whedon,-11.670088768005371,Nikhil Advani,-11.436474800109863,False
In Your Eyes,screenwriter,low,10000,1,Joss Whedon,-2.3009135723114014,Alex Haley,-6.297445297241211,True
In Your Eyes,screenwriter,low,20000,1,Joss Whedon,-2.6735434532165527,Nikhil Advani,-6.879134654998779,True
In Your Eyes,screenwriter,low,30000,2,Joss Whedon,-2.0839760303497314,Alex Haley,-5.714189529418945,True
In Your Eyes,screenwriter,low,40000,3,Joss Whedon,-1.8719990253448486,Alex Haley,-5.8512678146362305,True
In Your Eyes,screenwriter,low,50000,3,Joss Whedon,-1.8625637292861938,Nikhil Advani,-4.941628456115723,True
In Your Eyes,screenwriter,low,60000,3,Joss Whedon,-2.2602672576904297,Nikhil Advani,-5.506378650665283,True
In Your Eyes,screenwriter,low,70000,3,Joss Whedon,-1.7697105407714844,Nikhil Advani,-4.374959945678711,True
In Your Eyes,screenwriter,low,80000,3,Joss Whedon,-2.2427315711975098,Nikhil Advani,-4.796945571899414,True
In Your Eyes,screenwriter,low,90000,3,Joss Whedon,-1.8928896188735962,Nikhil Advani,-5.306053161621094,True
In Your Eyes,screenwriter,low,100000,5,Joss Whedon,-1.9283201694488525,Nikhil Advani,-4.954463481903076,True
In Your Eyes,screenwriter,low,109672,5,Joss Whedon,-1.980181336402893,Nikhil Advani,-4.061522960662842,True
Think About You,composer,low,0,0,Izzy Stradlin,-11.775632858276367,Wiz Khalifa,-11.446304321289062,False
Think About You,composer,low,10000,1,Izzy Stradlin,-4.144124507904053,Wiz Khalifa,-4.1323561668396,False
Think About You,composer,low,20000,2,Izzy Stradlin,-4.2627854347229,Wiz Khalifa,-3.4858317375183105,False
Think About You,composer,low,30000,2,Izzy Stradlin,-3.679719924926758,Wiz Khalifa,-4.131778717041016,True
Think About You,composer,low,40000,2,Izzy Stradlin,-3.8611323833465576,Wiz Khalifa,-3.840723752975464,False
Think About You,composer,low,50000,2,Izzy Stradlin,-4.523451805114746,Wiz Khalifa,-3.0121748447418213,False
Think About You,composer,low,60000,2,Izzy Stradlin,-3.3192169666290283,Wiz Khalifa,-3.7412829399108887,True
Think About You,composer,low,70000,2,Izzy Stradlin,-3.884052276611328,Wiz Khalifa,-3.8312766551971436,False
Think About You,composer,low,80000,2,Izzy Stradlin,-3.090512275695801,Wiz Khalifa,-3.9808449745178223,True
Think About You,composer,low,90000,2,Izzy Stradlin,-3.5982463359832764,Wiz Khalifa,-3.586181879043579,False
Think About You,composer,low,100000,2,Izzy Stradlin,-3.4170773029327393,Wiz Khalifa,-3.2947797775268555,False
Think About You,composer,low,109672,2,Izzy Stradlin,-2.716634750366211,Wiz Khalifa,-3.6063621044158936,True
The Cube,director,low,0,0,Jim Henson,-11.531842231750488,Bruno Barreto,-11.859129905700684,True
The Cube,director,low,10000,0,Jim Henson,-3.9784297943115234,Bruno Barreto,-5.003747463226318,True
The Cube,director,low,20000,1,Jim Henson,-4.524074077606201,Wolfgang Petersen,-5.220930099487305,True
The Cube,director,low,30000,2,Jim Henson,-3.3537979125976562,Wolfgang Petersen,-4.24432897567749,True
The Cube,director,low,40000,2,Jim Henson,-3.9510762691497803,Bruno Barreto,-4.35281229019165,True
The Cube,director,low,50000,2,Jim Henson,-3.579561233520508,Wolfgang Petersen,-4.625545978546143,True
The Cube,director,low,60000,3,Jim Henson,-3.8713951110839844,Bruno Barreto,-4.15376615524292,True
The Cube,director,low,70000,3,Jim Henson,-3.88381028175354,Bruno Barreto,-4.049281597137451,True
The Cube,director,low,80000,5,Jim Henson,-3.8829517364501953,Bruno Barreto,-4.143976211547852,True
The Cube,director,low,90000,5,Jim Henson,-3.9497716426849365,Bruno Barreto,-4.3950724601745605,True
The Cube,director,low,100000,5,Jim Henson,-4.120153903961182,Bruno Barreto,-4.725856304168701,True
The Cube,director,low,109672,5,Jim Henson,-4.169575214385986,Wolfgang Petersen,-4.375236511230469,True
Francesco Maria Farnese,father,low,0,0,Ranuccio I Farnese,-11.611452102661133,Picus,-11.834331512451172,True
Francesco Maria Farnese,father,low,10000,1,Ranuccio I Farnese,-3.0894641876220703,Picus,-11.523676872253418,True
Francesco Maria Farnese,father,low,20000,1,Ranuccio I Farnese,-2.5736618041992188,Picus,-8.937273979187012,True
Francesco Maria Farnese,father,low,30000,1,Ranuccio I Farnese,-2.5402796268463135,Picus,-10.298690795898438,True
Francesco Maria Farnese,father,low,40000,1,Ranuccio I Farnese,-2.9308764934539795,Picus,-9.029838562011719,True
Francesco Maria Farnese,father,low,50000,1,Ranuccio I Farnese,-2.5671045780181885,Picus,-10.682512283325195,True
Francesco Maria Farnese,father,low,60000,1,Ranuccio I Farnese,-2.021768808364868,Picus,-9.436824798583984,True
Francesco Maria Farnese,father,low,70000,2,Ranuccio I Farnese,-2.23936128616333,Picus,-9.372617721557617,True
Francesco Maria Farnese,father,low,80000,2,Ranuccio I Farnese,-1.9889434576034546,Picus,-9.404581069946289,True
Francesco Maria Farnese,father,low,90000,2,Ranuccio I Farnese,-2.0217056274414062,Picus,-11.023846626281738,True
Francesco Maria Farnese,father,low,100000,4,Ranuccio I Farnese,-1.9095714092254639,Picus,-11.882362365722656,True
Francesco Maria Farnese,father,low,109672,4,Ranuccio I Farnese,-1.779157280921936,Picus,-11.170021057128906,True
Arthur Herzog,father,mid,0,0,"Arthur Herzog, Jr.",-11.805712699890137,Vice Regent,-11.506510734558105,False
Arthur Herzog,father,mid,10000,0,"Arthur Herzog, Jr.",-1.6730622053146362,Fred C. Koch,-5.2100830078125,True
Arthur Herzog,father,mid,20000,0,"Arthur Herzog, Jr.",-1.751212477684021,Fred C. Koch,-5.035479545593262,True
Arthur Herzog,father,mid,30000,0,"Arthur Herzog, Jr.",-1.9921809434890747,Fred C. Koch,-5.623233795166016,True
Arthur Herzog,father,mid,40000,1,"Arthur Herzog, Jr.",-2.202364921569824,Vice Regent,-5.426558017730713,True
Arthur Herzog,father,mid,50000,2,"Arthur Herzog, Jr.",-2.2667059898376465,Fred C. Koch,-5.726577281951904,True
Arthur Herzog,father,mid,60000,3,"Arthur Herzog, Jr.",-2.4578254222869873,Vice Regent,-5.1832661628723145,True
Arthur Herzog,father,mid,70000,3,"Arthur Herzog, Jr.",-2.7095415592193604,Vice Regent,-5.263271808624268,True
Arthur Herzog,father,mid,80000,5,"Arthur Herzog, Jr.",-2.6978867053985596,Vice Regent,-5.291154861450195,True
Arthur Herzog,father,mid,90000,5,"Arthur Herzog, Jr.",-2.512094497680664,Fred C. Koch,-5.389925003051758,True
Arthur Herzog,father,mid,100000,7,"Arthur Herzog, Jr.",-2.5752718448638916,Fred C. Koch,-5.056360244750977,True
Arthur Herzog,father,mid,109672,7,"Arthur Herzog, Jr.",-2.6337974071502686,Vice Regent,-5.420106410980225,True
Warrior,genre,mid,0,0,fighting game,-11.86171817779541,fiction,-11.411782264709473,False
Warrior,genre,mid,10000,1,fighting game,-6.992496490478516,fiction,-8.442219734191895,True
Warrior,genre,mid,20000,2,fighting game,-6.022982597351074,adventure game,-6.688863754272461,True
Warrior,genre,mid,30000,2,fighting game,-6.130194664001465,adventure game,-7.059051036834717,True
Warrior,genre,mid,40000,2,fighting game,-5.847160816192627,adventure game,-5.123874664306641,False
Warrior,genre,mid,50000,3,fighting game,-6.16143798828125,adventure game,-7.556885719299316,True
Warrior,genre,mid,60000,3,fighting game,-5.668957710266113,adventure game,-6.717394828796387,True
Warrior,genre,mid,70000,4,fighting game,-6.615757465362549,adventure game,-6.9852142333984375,True
Warrior,genre,mid,80000,5,fighting game,-6.065321922302246,adventure game,-5.852547645568848,False
Warrior,genre,mid,90000,7,fighting game,-5.974958419799805,adventure game,-5.976990699768066,True
Warrior,genre,mid,100000,7,fighting game,-7.111392498016357,adventure game,-6.614646911621094,False
Warrior,genre,mid,109672,7,fighting game,-6.344782829284668,adventure game,-5.973442077636719,False
Trance,producer,mid,0,0,Danny Boyle,-11.830814361572266,David Devine,-11.420262336730957,False
Trance,producer,mid,10000,7,Danny Boyle,-7.7090020179748535,David Devine,-4.535177230834961,False
Trance,producer,mid,20000,11,Danny Boyle,-6.091289043426514,David Devine,-4.7245073318481445,False
Trance,producer,mid,30000,13,Danny Boyle,-6.689998626708984,David Devine,-4.131772518157959,False
Trance,producer,mid,40000,13,Danny Boyle,-4.876898288726807,Anthony Minghella,-3.7499301433563232,False
Trance,producer,mid,50000,14,Danny Boyle,-5.568716049194336,Anthony Minghella,-4.08096170425415,False
Trance,producer,mid,60000,14,Danny Boyle,-5.732247352600098,David Devine,-4.0454325675964355,False
Trance,producer,mid,70000,15,Danny Boyle,-6.065723419189453,Anthony Minghella,-4.754133701324463,False
Trance,producer,mid,80000,16,Danny Boyle,-6.098257064819336,David Devine,-4.542741775512695,False
Trance,producer,mid,90000,17,Danny Boyle,-6.284525394439697,Anthony Minghella,-4.793880462646484,False
Trance,producer,mid,100000,17,Danny Boyle,-5.938323020935059,Anthony Minghella,-4.124659061431885,False
Trance,producer,mid,109672,18,Danny Boyle,-6.218303680419922,David Devine,-4.386409282684326,False
Sacrifice,genre,mid,0,0,thrash metal,-11.432597160339355,punk rock,-11.07451057434082,False
Sacrifice,genre,mid,10000,0,thrash metal,-3.739508867263794,punk rock,-5.197402000427246,True
Sacrifice,genre,mid,20000,2,thrash metal,-4.941163539886475,punk rock,-4.972628593444824,True
Sacrifice,genre,mid,30000,5,thrash metal,-3.3577489852905273,punk rock,-4.637699604034424,True
Sacrifice,genre,mid,40000,7,thrash metal,-4.940158843994141,punk rock,-5.554945468902588,True
Sacrifice,genre,mid,50000,10,thrash metal,-4.626695156097412,farce,-5.110174179077148,True
Sacrifice,genre,mid,60000,12,thrash metal,-3.977471351623535,punk rock,-6.3105292320251465,True
Sacrifice,genre,mid,70000,14,thrash metal,-3.4033377170562744,punk rock,-4.935634613037109,True
Sacrifice,genre,mid,80000,17,thrash metal,-3.6895620822906494,punk rock,-5.537780284881592,True
Sacrifice,genre,mid,90000,18,thrash metal,-4.151710510253906,punk rock,-4.968120098114014,True
Sacrifice,genre,mid,100000,21,thrash metal,-3.665088653564453,punk rock,-5.401587009429932,True
Sacrifice,genre,mid,109672,22,thrash metal,-3.892132520675659,punk rock,-5.419392108917236,True
Recess,producer,mid,0,0,Skrillex,-11.970024108886719,Jean-Pierre Mocky,-11.479620933532715,False
Recess,producer,mid,10000,2,Skrillex,-5.117003917694092,Jean-Pierre Mocky,-4.914788722991943,False
Recess,producer,mid,20000,3,Skrillex,-5.8185858726501465,Jean-Pierre Mocky,-4.115655899047852,False
Recess,producer,mid,30000,4,Skrillex,-4.634482383728027,B. Nagi Reddy,-4.617483139038086,False
Recess,producer,mid,40000,6,Skrillex,-5.875213623046875,B. Nagi Reddy,-4.811117172241211,False
Recess,producer,mid,50000,7,Skrillex,-4.14489221572876,B. Nagi Reddy,-4.542198181152344,True
Recess,producer,mid,60000,11,Skrillex,-3.85412335395813,Jean-Pierre Mocky,-4.510777473449707,True
Recess,producer,mid,70000,11,Skrillex,-4.5893988609313965,Jean-Pierre Mocky,-3.7064833641052246,False
Recess,producer,mid,80000,13,Skrillex,-4.687383651733398,Jean-Pierre Mocky,-3.9403319358825684,False
Recess,producer,mid,90000,15,Skrillex,-4.453311920166016,Jean-Pierre Mocky,-3.119039535522461,False
Recess,producer,mid,100000,17,Skrillex,-4.6037445068359375,Jean-Pierre Mocky,-2.877279758453369,False
Recess,producer,mid,109672,17,Skrillex,-4.849056243896484,Jean-Pierre Mocky,-3.9004578590393066,False
Ninnindale,composer,mid,0,0,Mani Sharma,-11.908096313476562,Smokey Robinson,-11.674288749694824,False
Ninnindale,composer,mid,10000,0,Mani Sharma,-4.943014144897461,Smokey Robinson,-4.608691215515137,False
Ninnindale,composer,mid,20000,0,Mani Sharma,-5.499518871307373,Smokey Robinson,-4.342024326324463,False
Ninnindale,composer,mid,30000,0,Mani Sharma,-4.993592739105225,Smokey Robinson,-4.339033126831055,False
Ninnindale,composer,mid,40000,1,Mani Sharma,-5.953647613525391,Smokey Robinson,-4.835565090179443,False
Ninnindale,composer,mid,50000,2,Mani Sharma,-5.64447546005249,Smokey Robinson,-3.1286747455596924,False
Ninnindale,composer,mid,60000,2,Mani Sharma,-5.376842021942139,Smokey Robinson,-4.169735908508301,False
Ninnindale,composer,mid,70000,4,Mani Sharma,-4.686862468719482,Smokey Robinson,-4.083054542541504,False
Ninnindale,composer,mid,80000,6,Mani Sharma,-4.856655597686768,Smokey Robinson,-3.3692069053649902,False
Ninnindale,composer,mid,90000,7,Mani Sharma,-4.866331577301025,Smokey Robinson,-3.846759557723999,False
Ninnindale,composer,mid,100000,8,Mani Sharma,-5.54815149307251,Smokey Robinson,-4.33295202255249,False
Ninnindale,composer,mid,109672,8,Mani Sharma,-5.474172592163086,Smokey Robinson,-4.424472808837891,False
Tabloid,director,mid,0,0,Errol Morris,-11.333649635314941,Mathieu Kassovitz,-11.99402904510498,True
Tabloid,director,mid,10000,0,Errol Morris,-6.567332744598389,Katsuhiro Otomo,-4.464412689208984,False
Tabloid,director,mid,20000,0,Errol Morris,-5.828033447265625,Katsuhiro Otomo,-4.272489070892334,False
Tabloid,director,mid,30000,0,Errol Morris,-4.534931659698486,Katsuhiro Otomo,-4.087776184082031,False
Tabloid,director,mid,40000,0,Errol Morris,-4.767272472381592,Katsuhiro Otomo,-5.313348293304443,True
Tabloid,director,mid,50000,0,Errol Morris,-4.046262741088867,Katsuhiro Otomo,-4.247560977935791,True
Tabloid,director,mid,60000,1,Errol Morris,-4.565508842468262,Katsuhiro Otomo,-4.431942462921143,False
Tabloid,director,mid,70000,4,Errol Morris,-5.052420139312744,Mathieu Kassovitz,-3.457430839538574,False
Tabloid,director,mid,80000,4,Errol Morris,-4.25476598739624,Katsuhiro Otomo,-3.3558506965637207,False
Tabloid,director,mid,90000,5,Errol Morris,-4.653493404388428,Katsuhiro Otomo,-3.953112840652466,False
Tabloid,director,mid,100000,5,Errol Morris,-4.600467205047607,Mathieu Kassovitz,-3.3210537433624268,False
Tabloid,director,mid,109672,8,Errol Morris,-5.198604106903076,Katsuhiro Otomo,-3.3479347229003906,False
The Court,genre,mid,0,0,legal drama,-11.50120735168457,death metal,-10.781045913696289,False
The Court,genre,mid,10000,2,legal drama,-6.941236972808838,death metal,-6.767058372497559,False
The Court,genre,mid,20000,2,legal drama,-8.542865753173828,death metal,-6.175694465637207,False
The Court,genre,mid,30000,2,legal drama,-6.865304946899414,death metal,-5.257096767425537,False
The Court,genre,mid,40000,2,legal drama,-6.449613571166992,death metal,-5.573088645935059,False
The Court,genre,mid,50000,3,legal drama,-6.541399002075195,death metal,-5.698033332824707,False
The Court,genre,mid,60000,5,legal drama,-6.531108379364014,death metal,-7.262429237365723,True
The Court,genre,mid,70000,5,legal drama,-7.054077625274658,death metal,-4.943795680999756,False
The Court,genre,mid,80000,6,legal drama,-6.311426162719727,death metal,-5.581838130950928,False
The Court,genre,mid,90000,7,legal drama,-6.3089399337768555,death metal,-4.763394355773926,False
The Court,genre,mid,100000,7,legal drama,-7.360144138336182,death metal,-5.37819242477417,False
The Court,genre,mid,109672,8,legal drama,-6.581793785095215,death metal,-5.4402899742126465,False
Royal Pudding,director,mid,0,0,Trey Parker,-11.529581069946289,Mehul Kumar,-11.508645057678223,False
Royal Pudding,director,mid,10000,1,Trey Parker,-6.376261234283447,Kazuyoshi Kumakiri,-5.628824234008789,False
Royal Pudding,director,mid,20000,2,Trey Parker,-7.422090530395508,Kazuyoshi Kumakiri,-6.331381320953369,False
Royal Pudding,director,mid,30000,3,Trey Parker,-5.398372650146484,Kazuyoshi Kumakiri,-5.1085076332092285,False
Royal Pudding,director,mid,40000,3,Trey Parker,-7.093277454376221,Kazuyoshi Kumakiri,-5.64635705947876,False
Royal Pudding,director,mid,50000,4,Trey Parker,-6.376078128814697,Kazuyoshi Kumakiri,-4.375299453735352,False
Royal Pudding,director,mid,60000,6,Trey Parker,-6.284912109375,Kazuyoshi Kumakiri,-5.216856479644775,False
Royal Pudding,director,mid,70000,8,Trey Parker,-7.962162971496582,Kazuyoshi Kumakiri,-4.9475274085998535,False
Royal Pudding,director,mid,80000,8,Trey Parker,-7.370082855224609,Kazuyoshi Kumakiri,-5.089165210723877,False
Royal Pudding,director,mid,90000,9,Trey Parker,-7.695343017578125,Kazuyoshi Kumakiri,-5.117717742919922,False
Royal Pudding,director,mid,100000,9,Trey Parker,-7.573897361755371,Kazuyoshi Kumakiri,-5.174724102020264,False
Royal Pudding,director,mid,109672,9,Trey Parker,-7.579390048980713,Kazuyoshi Kumakiri,-5.158435344696045,False
The Actress,screenwriter,mid,0,0,Ruth Gordon,-12.321475982666016,Jerome Bixby,-11.759230613708496,False
The Actress,screenwriter,mid,10000,1,Ruth Gordon,-6.772888660430908,Jerome Bixby,-5.149079322814941,False
The Actress,screenwriter,mid,20000,2,Ruth Gordon,-6.23827600479126,Clive Barker,-5.289262294769287,False
The Actress,screenwriter,mid,30000,2,Ruth Gordon,-6.506197929382324,Clive Barker,-4.41236686706543,False
The Actress,screenwriter,mid,40000,2,Ruth Gordon,-6.80755090713501,Clive Barker,-3.164372682571411,False
The Actress,screenwriter,mid,50000,4,Ruth Gordon,-5.678844928741455,Clive Barker,-4.30083703994751,False
The Actress,screenwriter,mid,60000,5,Ruth Gordon,-6.03974723815918,Clive Barker,-3.390192747116089,False
The Actress,screenwriter,mid,70000,7,Ruth Gordon,-5.915590763092041,Clive Barker,-3.282357931137085,False
The Actress,screenwriter,mid,80000,7,Ruth Gordon,-6.464364051818848,Clive Barker,-3.405625581741333,False
The Actress,screenwriter,mid,90000,9,Ruth Gordon,-6.092348575592041,Clive Barker,-3.381317138671875,False
